0.665714,0,0.242857,0.385714,0.142857,0.142857,0.317143
0.611597,0,0.271429,0.4,0.128571,0.1,0.326531
0.606331,0,0.228571,0.4,0.171429,0.171429,0.316667
0.606555,0,0.214286,0.414286,0.2,0.171429,0.315476
0.612829,0,0.185714,0.428571,0.242857,0.157143,0.332468
0.615014,0,0.171429,0.442857,0.271429,0.185714,0.318681
0.614678,0,0.171429,0.428571,0.257143,0.114286,0.294643
0.624146,0,0.185714,0.471429,0.285714,0.142857,0.325714
0.645826,0,0.171429,0.471429,0.3,0.157143,0.318182
0.669748,0,0.157143,0.485714,0.328571,0.071429,0.24
0.677423,0,0.485714,0.485714,0,0.014286,0.485714
0.664538,0,0.157143,0.485714,0.328571,0.028571,0.321429
0.649692,0,0.171429,0.485714,0.314286,0.071429,0.354286
0.642969,0,0.128571,0.485714,0.357143,0.057143,0.314286
0.647283,0,0.157143,0.485714,0.328571,0.057143,0.321429
0.654342,0,0.157143,0.485714,0.328571,0.057143,0.321429
0.657815,0,0.142857,0.728571,0.585714,0.057143,0.457143
0.664594,0,0.142857,0.471429,0.328571,0.028571,0.307143
0.667955,0,0.471429,0.471429,0,0.014286,0.471429
0.661289,0,0.457143,0.457143,0,0.014286,0.457143
0.595574,0,0.142857,0.685714,0.542857,0.142857,0.38
0.485434,0,0.157143,0.714286,0.557143,0.385714,0.454497
0.394622,0,0.157143,0.728571,0.571429,0.471429,0.440693
0.383641,0,0.157143,0.742857,0.585714,0.485714,0.452101
0.397479,0,0.142857,0.728571,0.585714,0.414286,0.448768
0.42465,0,0.128571,0.728571,0.6,0.257143,0.32619
0.57535,0,0.728571,0.742857,0.014286,0.028571,0.735714
0.691373,0,0.714286,0.742857,0.028571,0.028571,0.728571
0.708403,0,0.714286,0.728571,0.014286,0.028571,0.721429
0.709468,0,0.728571,0.757143,0.028571,0.042857,0.742857
0.735014,0,0,0,0,0,0
0.745994,0,0,0,0,0,0
0.752269,0,0,0,0,0,0
0.737199,0,0,0,0,0,0
0.67507,0,0.128571,0.142857,0.014286,0.028571,0.135714
0.595742,0,0.128571,0.414286,0.285714,0.171429,0.286905
0.547955,0,0.128571,0.457143,0.328571,0.214286,0.31619
0.532045,0,0.128571,0.471429,0.342857,0.271429,0.321053
0.530588,0,0.128571,0.485714,0.357143,0.242857,0.331092
0.543025,0,0.157143,0.485714,0.328571,0.271429,0.321805
0.595406,0,0.142857,0.485714,0.342857,0.2,0.312245
0.670924,0,0.442857,0.5,0.057143,0.071429,0.471429
0.717367,0,0.457143,0.5,0.042857,0.057143,0.478571
0.730196,0,0.457143,0.485714,0.028571,0.042857,0.471429
0.736246,0,0.457143,0.457143,0,0.014286,0.457143
0.741961,0,0.457143,0.471429,0.014286,0.028571,0.464286
0.738655,0,0.457143,0.457143,0,0.014286,0.457143
0.730868,0,0.128571,0.442857,0.314286,0.042857,0.238095
0.72986,0,0.128571,0.442857,0.314286,0.042857,0.333333
0.713221,0,0.128571,0.442857,0.314286,0.085714,0.245238
0.622913,0,0.128571,0.485714,0.357143,0.228571,0.329464
0.524146,0,0.157143,0.5,0.342857,0.285714,0.33
0.518431,0,0.128571,0.471429,0.342857,0.285714,0.311429
0.525154,0,0.114286,0.5,0.385714,0.314286,0.307792
0.521457,0,0.114286,0.485714,0.371429,0.3,0.293197
0.537983,0,0.114286,0.485714,0.371429,0.328571,0.306211
0.668347,0,0.185714,0.471429,0.285714,0.071429,0.397143
0.738039,0,0.442857,0.442857,0,0.014286,0.442857
0.758936,0,0,0,0,0,0
0.761569,0,0,0,0,0,0
0.758992,0,0,0,0,0,0
0.746891,0,0,0,0,0,0
0.728179,0,0.885714,0.885714,0,0.014286,0.885714
0.692605,0,0.857143,0.9,0.042857,0.042857,0.880952
0.640168,0,0.3,0.9,0.6,0.128571,0.525397
0.59535,0,0.228571,0.9,0.671429,0.257143,0.45
0.566611,0,0.2,0.9,0.7,0.271429,0.461654
0.562241,0,0.185714,0.885714,0.7,0.228571,0.392857
0.590196,0,0.171429,0.485714,0.314286,0.214286,0.31619
0.629692,0,0.157143,0.485714,0.328571,0.157143,0.3
0.651765,0,0.157143,0.5,0.342857,0.142857,0.325714
0.652157,0,0.142857,0.5,0.357143,0.128571,0.309524
0.656919,0,0.128571,0.5,0.371429,0.142857,0.32
0.677983,0,0.128571,0.5,0.371429,0.071429,0.3
0.67916,0,0.128571,0.5,0.371429,0.114286,0.298214
0.669804,0,0.157143,0.5,0.342857,0.071429,0.368571
0.679496,0,0.157143,0.5,0.342857,0.085714,0.352381
0.690868,0,0.171429,0.485714,0.314286,0.071429,0.365714
0.676134,0,0.142857,0.457143,0.314286,0.1,0.226531
0.652381,0,0.2,0.485714,0.285714,0.1,0.361224
0.654678,0,0.185714,0.471429,0.285714,0.057143,0.328571
0.667563,0,0.157143,0.471429,0.314286,0.142857,0.277143
0.672829,0,0.171429,0.442857,0.271429,0.114286,0.264286
0.690364,0,0.171429,0.442857,0.271429,0.114286,0.264286
0.733053,0,0.2,0.442857,0.242857,0.042857,0.357143
0.758263,0,0,0,0,0,0
0.770532,0,0,0,0,0,0
0.771373,0,0,0,0,0,0
0.767171,0,0,0,0,0,0
0.763697,0,0,0,0,0,0
0.758151,0,0,0,0,0,0
0.756695,0,0,0,0,0,0
0.753445,0,0,0,0,0,0
0.748515,0,0,0,0,0,0
0.751373,0,0,0,0,0,0
0.756863,0,0,0,0,0,0
0.748964,0,0.485714,0.5,0.014286,0.028571,0.492857
0.731429,0,0.471429,0.5,0.028571,0.042857,0.485714
0.727115,0,0.471429,0.485714,0.014286,0.028571,0.478571
0.722129,0,0.171429,0.5,0.328571,0.071429,0.308571
0.677423,0,0.157143,0.5,0.342857,0.114286,0.330357
0.594118,0,0.185714,0.485714,0.3,0.314286,0.335714
0.562521,0,0,0.485714,0.485714,0.3,0.29932
0.563922,0,0,0.471429,0.471429,0.314286,0.281169
0.545266,0,0,0.485714,0.485714,0.242857,0.291597
0.540616,0,0,0.514286,0.514286,0.157143,0.231169
0.624538,0,0,0.5,0.5,0.214286,0.265714
0.699608,0,0,0.514286,0.514286,0.057143,0.375
0.727003,0,0.485714,0.514286,0.028571,0.042857,0.5
0.757591,0,0,0,0,0,0
0.76902,0,0,0,0,0,0
0.771933,0,0,0,0,0,0
0.759048,0,0,0,0,0,0
0.736863,0,0.157143,0.157143,0,0.014286,0.157143
0.72056,0,0.057143,0.071429,0.014286,0.028571,0.064286
0.708908,0,0.057143,0.142857,0.085714,0.042857,0.090476
0.704202,0,0.057143,0.128571,0.071429,0.071429,0.094286
0.713053,0,0.057143,0.128571,0.071429,0.085714,0.092857
0.733501,0,0.1,0.114286,0.014286,0.028571,0.107143
0.748011,0,0,0,0,0,0
0.750644,0,0,0,0,0,0
0.748964,0,0,0,0,0,0
0.74,0,0,0,0,0,0
0.717703,0,0,0,0,0,0
0.676975,0,0.3,0.414286,0.114286,0.1,0.353061
0.633221,0,0.257143,0.428571,0.171429,0.128571,0.347619
0.6,0,0.228571,0.471429,0.242857,0.2,0.343878
0.601232,0,0.214286,0.485714,0.271429,0.185714,0.334066
0.61944,0,0.214286,0.485714,0.271429,0.128571,0.350794
0.658319,0,0.185714,0.485714,0.3,0.071429,0.365714
0.681064,0,0.2,0.471429,0.271429,0.057143,0.346429
0.690084,0,0.171429,0.485714,0.314286,0.057143,0.396429
0.701232,0,0.157143,0.514286,0.357143,0.057143,0.328571
0.711429,0,0.157143,0.514286,0.357143,0.085714,0.383333
0.705602,0,0.471429,0.5,0.028571,0.042857,0.485714
0.717087,0,0.171429,0.485714,0.314286,0.028571,0.328571
0.723193,0,0.485714,0.514286,0.028571,0.042857,0.5
0.723978,0,0.157143,0.514286,0.357143,0.057143,0.414286
0.71423,0,0.157143,0.5,0.342857,0.057143,0.35
0.707675,0,0.257143,0.5,0.242857,0.042857,0.414286
0.701176,0,0.171429,0.485714,0.314286,0.071429,0.274286
0.69563,0,0.185714,0.485714,0.3,0.1,0.259184
0.708123,0,0.2,0.242857,0.042857,0.057143,0.221429
0.731765,0,0.257143,0.257143,0,0.014286,0.257143
0.757759,0,0,0,0,0,0
0.765602,0,0,0,0,0,0
0.762297,0,0,0,0,0,0
0.76381,0,0,0,0,0,0
0.747843,0,0,0,0,0,0
0.710308,0,0,0,0,0,0
0.666218,0,0.2,0.514286,0.314286,0.085714,0.361905
0.611373,0,0.185714,0.485714,0.3,0.228571,0.309821
0.568515,0,0.2,0.528571,0.328571,0.285714,0.352857
0.548403,0,0.171429,0.528571,0.357143,0.3,0.344898
0.54028,0,0.185714,0.528571,0.342857,0.314286,0.366234
0.561513,0,0.171429,0.528571,0.357143,0.3,0.356463
0.640728,0,0.242857,0.528571,0.285714,0.042857,0.419048
0.73591,0,0,0,0,0,0
0.740952,0,0.214286,0.214286,0,0.014286,0.214286
0.732997,0,0.214286,0.214286,0,0.014286,0.214286
0.732549,0,0.2,0.214286,0.014286,0.028571,0.207143
0.74056,0,0.185714,0.185714,0,0.014286,0.185714
0.725154,0,0.185714,0.185714,0,0.014286,0.185714
0.71479,0,0.214286,0.514286,0.3,0.028571,0.364286
0.699496,0,0.171429,0.528571,0.357143,0.071429,0.26
0.684986,0,0.171429,0.528571,0.357143,0.1,0.291837
0.657143,0,0.171429,0.528571,0.357143,0.128571,0.309524
0.609692,0,0.185714,0.528571,0.342857,0.157143,0.357143
0.577647,0,0.185714,0.528571,0.342857,0.257143,0.360317
0.568739,0,0.185714,0.528571,0.342857,0.285714,0.355
0.573389,0,0.185714,0.528571,0.342857,0.271429,0.352632
0.606162,0,0.228571,0.528571,0.3,0.2,0.37449
0.676359,0,0.485714,0.528571,0.042857,0.057143,0.507143
0.72577,0,0.5,0.528571,0.028571,0.042857,0.514286
0.742185,0,0.514286,0.528571,0.014286,0.028571,0.521429
0.763866,0,0,0,0,0,0
0.776303,0,0,0,0,0,0
0.780616,0,0,0,0,0,0
0.785042,0,0,0,0,0,0
0.788347,0,0,0,0,0,0
0.77619,0,0,0,0,0,0
